shipment_id,order_id,shipment_date,delivery_date,shipping_company,shipping_status
2585,2585,2025-06-13,2025-06-15,Shadowfax,Returned
2586,2586,2024-01-20,2024-01-27,Shadowfax,Out for Delivery
2587,2587,2025-10-10,2025-10-17,Ekart,Returned
2588,2588,2024-05-02,2024-05-03,India Post,Processing
2589,2589,2025-09-27,2025-10-02,India Post,Processing
2590,2590,2024-04-17,2024-04-22,Ekart,Processing
2591,2591,2025-11-27,2025-11-30,XpressBees,Shipped
2592,2592,2025-03-08,2025-03-13,India Post,Processing
2593,2593,2025-09-11,2025-09-12,DTDC,Delivered
2594,2594,2025-01-19,2025-01-25,Blue Dart,Processing
2595,2595,2025-03-15,2025-03-17,Shadowfax,Delivered
2596,2596,2024-02-21,2024-02-22,Delhivery,Out for Delivery
2597,2597,2025-10-25,2025-10-31,India Post,Returned
2598,2598,2024-01-14,2024-01-16,India Post,Delivered
2599,2599,2024-05-13,2024-05-15,Ekart,Shipped
2600,2600,2024-07-03,2024-07-05,Ekart,Out for Delivery
2601,2601,2025-08-19,2025-08-24,Delhivery,Delivered
2602,2602,2025-01-05,2025-01-12,DTDC,Delivered
2603,2603,2024-02-14,2024-02-20,Ekart,Out for Delivery
2604,2604,2024-03-21,2024-03-27,Blue Dart,Processing
2605,2605,2025-08-31,2025-09-04,Shadowfax,Processing
2606,2606,2025-01-07,2025-01-12,Ekart,Out for Delivery
2607,2607,2025-01-04,2025-01-09,DTDC,Delivered
2608,2608,2025-01-16,2025-01-21,Delhivery,Delivered
2609,2609,2025-11-25,2025-11-30,Blue Dart,Processing
2610,2610,2024-12-08,2024-12-12,Shadowfax,Delivered
2611,2611,2025-11-04,2025-11-05,DTDC,Out for Delivery
2612,2612,2025-09-03,2025-09-08,Ekart,Processing
2613,2613,2024-03-10,2024-03-12,Delhivery,Returned
2614,2614,2024-09-13,2024-09-17,Shadowfax,Shipped
2615,2615,2025-03-27,2025-03-30,Ekart,Shipped
2616,2616,2025-07-12,2025-07-13,Ekart,Shipped
2617,2617,2024-03-11,2024-03-16,XpressBees,Processing
2618,2618,2025-03-13,2025-03-19,Shadowfax,Shipped
2619,2619,2024-07-21,2024-07-27,Delhivery,Returned
2620,2620,2024-08-17,2024-08-24,Delhivery,Delivered
2621,2621,2024-02-07,2024-02-09,India Post,Returned
2622,2622,2025-04-16,2025-04-20,XpressBees,Out for Delivery
2623,2623,2025-10-28,2025-11-03,Shadowfax,Out for Delivery
2624,2624,2025-08-19,2025-08-22,XpressBees,Delivered
2625,2625,2024-06-03,2024-06-08,XpressBees,Shipped
2626,2626,2025-03-31,2025-04-01,Shadowfax,Delivered
2627,2627,2025-09-04,2025-09-07,XpressBees,Delivered
2628,2628,2024-03-18,2024-03-22,Delhivery,Processing
2629,2629,2025-03-24,2025-03-30,Delhivery,Shipped
2630,2630,2025-05-21,2025-05-25,Shadowfax,Processing
2631,2631,2025-10-09,2025-10-11,Blue Dart,Returned
2632,2632,2024-10-01,2024-10-03,Ekart,Processing
2633,2633,2024-11-04,2024-11-11,Ekart,Processing
2634,2634,2024-09-21,2024-09-24,Ekart,Shipped
2635,2635,2025-11-11,2025-11-16,DTDC,Out for Delivery
2636,2636,2025-06-20,2025-06-21,Shadowfax,Delivered
2637,2637,2024-02-11,2024-02-16,India Post,Shipped
2638,2638,2024-02-07,2024-02-12,India Post,Delivered
2639,2639,2024-10-14,2024-10-20,XpressBees,Shipped
2640,2640,2025-02-21,2025-02-25,India Post,Returned
2641,2641,2025-10-16,2025-10-18,Shadowfax,Out for Delivery
2642,2642,2024-12-13,2024-12-16,India Post,Processing
2643,2643,2025-05-05,2025-05-06,India Post,Out for Delivery
2644,2644,2025-01-18,2025-01-22,XpressBees,Out for Delivery
2645,2645,2025-08-08,2025-08-13,XpressBees,Processing
2646,2646,2024-10-20,2024-10-27,Delhivery,Processing
2647,2647,2025-10-22,2025-10-29,DTDC,Returned
2648,2648,2025-02-07,2025-02-13,DTDC,Shipped
2649,2649,2024-10-20,2024-10-21,Shadowfax,Out for Delivery
2650,2650,2025-07-25,2025-07-29,XpressBees,Processing
2651,2651,2025-04-06,2025-04-07,Delhivery,Shipped
2652,2652,2025-03-06,2025-03-07,XpressBees,Delivered
2653,2653,2025-06-21,2025-06-28,XpressBees,Processing
2654,2654,2024-12-18,2024-12-20,India Post,Out for Delivery
2655,2655,2024-04-07,2024-04-09,Shadowfax,Out for Delivery
2656,2656,2024-07-11,2024-07-12,XpressBees,Out for Delivery
2657,2657,2025-08-23,2025-08-30,Delhivery,Shipped
2658,2658,2024-08-26,2024-08-29,DTDC,Returned
2659,2659,2025-11-09,2025-11-12,Blue Dart,Returned
2660,2660,2025-06-01,2025-06-08,Shadowfax,Returned
2661,2661,2024-03-20,2024-03-25,Delhivery,Out for Delivery
2662,2662,2025-04-12,2025-04-19,India Post,Processing
2663,2663,2025-07-25,2025-07-27,XpressBees,Processing
2664,2664,2025-07-26,2025-08-02,XpressBees,Shipped
2665,2665,2025-03-24,2025-03-27,XpressBees,Returned
2666,2666,2024-02-13,2024-02-15,Delhivery,Delivered
2667,2667,2025-08-15,2025-08-18,XpressBees,Shipped
2668,2668,2025-10-06,2025-10-10,Shadowfax,Returned
2669,2669,2024-09-11,2024-09-15,Ekart,Delivered
2670,2670,2025-05-30,2025-06-03,DTDC,Returned
2671,2671,2025-01-17,2025-01-20,Blue Dart,Delivered
2672,2672,2024-07-13,2024-07-19,XpressBees,Shipped
2673,2673,2025-09-19,2025-09-20,DTDC,Returned
2674,2674,2024-04-07,2024-04-14,Delhivery,Processing
2675,2675,2025-06-02,2025-06-07,DTDC,Shipped
2676,2676,2024-06-01,2024-06-04,Delhivery,Processing
2677,2677,2024-08-13,2024-08-14,Ekart,Processing
2678,2678,2025-09-14,2025-09-20,India Post,Out for Delivery
2679,2679,2024-07-31,2024-08-03,DTDC,Out for Delivery
2680,2680,2024-11-04,2024-11-08,Blue Dart,Shipped
2681,2681,2025-07-01,2025-07-03,Blue Dart,Shipped
2682,2682,2024-05-24,2024-05-27,Blue Dart,Out for Delivery
2683,2683,2025-01-01,2025-01-03,Ekart,Shipped
2684,2684,2024-01-31,2024-02-02,XpressBees,Processing
2685,2685,2024-09-27,2024-09-29,Blue Dart,Delivered
2686,2686,2024-08-10,2024-08-12,DTDC,Processing
2687,2687,2025-11-14,2025-11-17,XpressBees,Processing
2688,2688,2024-02-08,2024-02-10,XpressBees,Processing
2689,2689,2025-02-24,2025-02-28,Delhivery,Shipped
2690,2690,2025-09-13,2025-09-15,Blue Dart,Delivered
2691,2691,2025-06-22,2025-06-26,Delhivery,Delivered
2692,2692,2024-09-16,2024-09-21,DTDC,Processing
2693,2693,2024-10-31,2024-11-07,India Post,Returned
2694,2694,2024-10-04,2024-10-10,XpressBees,Returned
2695,2695,2024-06-21,2024-06-23,Ekart,Delivered
2696,2696,2024-12-06,2024-12-09,DTDC,Returned
2697,2697,2025-02-21,2025-02-24,Ekart,Processing
2698,2698,2024-10-27,2024-10-30,Shadowfax,Delivered
2699,2699,2024-05-12,2024-05-15,Shadowfax,Out for Delivery
2700,2700,2025-03-23,2025-03-30,DTDC,Processing
2701,2701,2025-04-04,2025-04-10,Shadowfax,Shipped
2702,2702,2024-02-18,2024-02-23,India Post,Processing
2703,2703,2024-10-27,2024-10-31,Delhivery,Out for Delivery
2704,2704,2025-02-13,2025-02-15,Ekart,Out for Delivery
2705,2705,2025-03-17,2025-03-21,Ekart,Shipped
2706,2706,2025-10-07,2025-10-12,India Post,Processing
2707,2707,2024-03-21,2024-03-27,Ekart,Returned
2708,2708,2025-08-07,2025-08-13,India Post,Out for Delivery
2709,2709,2024-02-10,2024-02-13,XpressBees,Processing
2710,2710,2025-01-04,2025-01-11,India Post,Shipped
2711,2711,2024-12-05,2024-12-10,XpressBees,Delivered
2712,2712,2024-09-18,2024-09-25,XpressBees,Shipped
2713,2713,2025-07-13,2025-07-19,XpressBees,Processing
2714,2714,2025-06-17,2025-06-23,Blue Dart,Out for Delivery
2715,2715,2024-01-23,2024-01-25,Shadowfax,Delivered
2716,2716,2025-04-30,2025-05-05,Shadowfax,Shipped
2717,2717,2025-01-31,2025-02-07,Blue Dart,Processing
2718,2718,2024-07-13,2024-07-15,XpressBees,Returned
2719,2719,2025-01-15,2025-01-22,Delhivery,Processing
2720,2720,2025-10-03,2025-10-10,Shadowfax,Delivered
2721,2721,2025-11-14,2025-11-16,Ekart,Shipped
2722,2722,2024-10-12,2024-10-13,Blue Dart,Processing
2723,2723,2024-05-30,2024-05-31,India Post,Delivered
2724,2724,2024-03-25,2024-03-28,Blue Dart,Out for Delivery
2725,2725,2024-06-19,2024-06-23,Ekart,Returned
2726,2726,2024-07-03,2024-07-04,DTDC,Out for Delivery
2727,2727,2024-01-18,2024-01-24,XpressBees,Delivered
2728,2728,2024-05-20,2024-05-22,Delhivery,Shipped
2729,2729,2025-09-07,2025-09-11,India Post,Processing
2730,2730,2025-06-09,2025-06-12,Delhivery,Delivered
2731,2731,2025-04-07,2025-04-08,Delhivery,Processing
2732,2732,2025-10-25,2025-10-28,Blue Dart,Returned
2733,2733,2024-12-12,2024-12-18,Blue Dart,Out for Delivery
2734,2734,2025-04-08,2025-04-11,Delhivery,Out for Delivery
2735,2735,2024-10-20,2024-10-25,Ekart,Delivered
2736,2736,2024-05-08,2024-05-11,Delhivery,Out for Delivery
2737,2737,2024-11-08,2024-11-13,Shadowfax,Shipped
2738,2738,2025-09-09,2025-09-14,Delhivery,Out for Delivery
2739,2739,2024-03-31,2024-04-03,India Post,Delivered
2740,2740,2024-01-14,2024-01-18,India Post,Shipped
2741,2741,2024-11-07,2024-11-10,Blue Dart,Returned
2742,2742,2025-01-16,2025-01-18,Shadowfax,Out for Delivery
2743,2743,2024-10-22,2024-10-29,Shadowfax,Delivered
2744,2744,2025-11-06,2025-11-08,Shadowfax,Processing
2745,2745,2024-09-15,2024-09-19,Shadowfax,Shipped
2746,2746,2024-05-11,2024-05-13,Shadowfax,Out for Delivery
2747,2747,2024-05-26,2024-05-30,Shadowfax,Processing
2748,2748,2025-03-31,2025-04-02,Shadowfax,Delivered
2749,2749,2024-06-07,2024-06-08,XpressBees,Returned
2750,2750,2025-02-16,2025-02-20,Shadowfax,Returned
2751,2751,2025-08-16,2025-08-18,India Post,Processing
2752,2752,2024-11-24,2024-11-27,Shadowfax,Out for Delivery
2753,2753,2025-03-22,2025-03-26,India Post,Returned
2754,2754,2024-12-16,2024-12-18,DTDC,Out for Delivery
2755,2755,2024-03-21,2024-03-22,India Post,Shipped
2756,2756,2024-05-11,2024-05-15,XpressBees,Shipped
2757,2757,2025-01-29,2025-01-30,Ekart,Processing
2758,2758,2024-07-19,2024-07-26,XpressBees,Shipped
2759,2759,2025-04-11,2025-04-13,Blue Dart,Shipped
2760,2760,2024-04-14,2024-04-16,India Post,Processing
2761,2761,2024-11-05,2024-11-08,DTDC,Shipped
2762,2762,2025-10-05,2025-10-06,DTDC,Processing
2763,2763,2025-02-01,2025-02-07,XpressBees,Shipped
2764,2764,2024-03-11,2024-03-13,Shadowfax,Delivered
2765,2765,2024-11-30,2024-12-05,Shadowfax,Returned
2766,2766,2025-04-13,2025-04-14,Ekart,Returned
2767,2767,2024-04-03,2024-04-05,XpressBees,Shipped
2768,2768,2025-07-07,2025-07-10,Shadowfax,Out for Delivery
2769,2769,2025-07-31,2025-08-06,XpressBees,Processing
2770,2770,2025-06-03,2025-06-07,Ekart,Processing
2771,2771,2025-03-28,2025-03-29,XpressBees,Processing
2772,2772,2025-02-10,2025-02-14,DTDC,Shipped
2773,2773,2025-01-04,2025-01-07,Shadowfax,Out for Delivery
2774,2774,2025-11-10,2025-11-12,Shadowfax,Shipped
2775,2775,2025-03-24,2025-03-25,XpressBees,Processing
2776,2776,2025-07-14,2025-07-18,Ekart,Shipped
2777,2777,2025-10-27,2025-11-03,XpressBees,Shipped
2778,2778,2024-07-22,2024-07-25,Blue Dart,Delivered
2779,2779,2024-12-04,2024-12-09,DTDC,Shipped
2780,2780,2024-08-31,2024-09-03,Delhivery,Shipped
2781,2781,2024-08-07,2024-08-11,Shadowfax,Processing
2782,2782,2024-08-27,2024-08-29,Delhivery,Out for Delivery
2783,2783,2025-01-05,2025-01-12,India Post,Processing
2784,2784,2024-08-16,2024-08-18,Ekart,Delivered
2785,2785,2025-06-26,2025-06-27,DTDC,Delivered
2786,2786,2024-10-21,2024-10-25,XpressBees,Shipped
2787,2787,2024-09-11,2024-09-15,DTDC,Returned
2788,2788,2025-06-15,2025-06-17,Ekart,Delivered
2789,2789,2025-09-25,2025-09-29,Blue Dart,Returned
2790,2790,2024-09-10,2024-09-16,Delhivery,Returned
2791,2791,2025-11-06,2025-11-13,Shadowfax,Shipped
2792,2792,2024-12-06,2024-12-11,India Post,Processing
2793,2793,2025-08-18,2025-08-24,Ekart,Delivered
2794,2794,2024-04-28,2024-05-02,DTDC,Processing
2795,2795,2025-05-30,2025-06-02,XpressBees,Returned
2796,2796,2024-04-13,2024-04-20,DTDC,Delivered
2797,2797,2024-03-30,2024-04-02,India Post,Returned
2798,2798,2024-08-05,2024-08-11,Delhivery,Out for Delivery
2799,2799,2024-12-17,2024-12-18,Ekart,Shipped
2800,2800,2025-05-23,2025-05-30,Ekart,Processing
2801,2801,2025-07-24,2025-07-26,Shadowfax,Shipped
2802,2802,2025-01-21,2025-01-27,XpressBees,Out for Delivery
2803,2803,2024-04-28,2024-05-02,India Post,Returned
2804,2804,2024-06-08,2024-06-14,India Post,Returned
2805,2805,2024-02-19,2024-02-21,XpressBees,Returned
2806,2806,2025-07-27,2025-08-02,Blue Dart,Processing
2807,2807,2025-02-02,2025-02-07,XpressBees,Processing
2808,2808,2025-01-17,2025-01-23,Delhivery,Out for Delivery
2809,2809,2024-09-14,2024-09-19,Delhivery,Returned
2810,2810,2025-06-25,2025-06-30,XpressBees,Processing
2811,2811,2024-11-11,2024-11-14,Delhivery,Processing
2812,2812,2024-01-10,2024-01-11,Shadowfax,Out for Delivery
2813,2813,2025-05-20,2025-05-21,India Post,Processing
2814,2814,2025-07-05,2025-07-11,DTDC,Returned
2815,2815,2024-02-03,2024-02-05,Shadowfax,Processing
2816,2816,2025-10-31,2025-11-04,India Post,Delivered
2817,2817,2025-03-10,2025-03-14,DTDC,Delivered
2818,2818,2025-10-21,2025-10-26,Shadowfax,Shipped
2819,2819,2024-03-08,2024-03-15,XpressBees,Delivered
2820,2820,2024-01-18,2024-01-23,India Post,Out for Delivery
2821,2821,2025-07-19,2025-07-26,Ekart,Processing
2822,2822,2025-01-13,2025-01-14,Delhivery,Delivered
2823,2823,2024-05-07,2024-05-09,Ekart,Processing
2824,2824,2025-04-19,2025-04-26,Shadowfax,Processing
2825,2825,2025-04-01,2025-04-04,Ekart,Returned
2826,2826,2025-08-28,2025-09-04,India Post,Delivered
2827,2827,2025-01-16,2025-01-22,Ekart,Returned
2828,2828,2025-02-17,2025-02-21,XpressBees,Delivered
2829,2829,2025-10-21,2025-10-27,Ekart,Processing
2830,2830,2024-02-27,2024-02-28,XpressBees,Delivered
2831,2831,2024-09-09,2024-09-12,Ekart,Delivered
2832,2832,2024-05-17,2024-05-19,Shadowfax,Returned
2833,2833,2024-11-30,2024-12-05,DTDC,Out for Delivery
2834,2834,2024-11-24,2024-11-27,India Post,Processing
2835,2835,2025-04-19,2025-04-24,Shadowfax,Shipped
2836,2836,2025-11-21,2025-11-26,XpressBees,Returned
2837,2837,2024-09-29,2024-10-06,Shadowfax,Delivered
2838,2838,2025-02-18,2025-02-25,India Post,Shipped
2839,2839,2025-03-17,2025-03-23,Delhivery,Out for Delivery
2840,2840,2025-03-08,2025-03-12,Shadowfax,Delivered
2841,2841,2025-01-03,2025-01-08,Blue Dart,Out for Delivery
2842,2842,2025-08-22,2025-08-29,Delhivery,Out for Delivery
2843,2843,2025-01-04,2025-01-09,DTDC,Returned
2844,2844,2024-01-20,2024-01-27,DTDC,Shipped
2845,2845,2024-10-14,2024-10-20,XpressBees,Shipped
2846,2846,2024-08-05,2024-08-10,Ekart,Processing
2847,2847,2025-11-07,2025-11-10,India Post,Delivered
2848,2848,2025-04-29,2025-05-02,Delhivery,Delivered
2849,2849,2024-01-24,2024-01-25,India Post,Shipped
2850,2850,2025-06-22,2025-06-28,Blue Dart,Processing
2851,2851,2025-04-04,2025-04-09,Ekart,Delivered
2852,2852,2025-10-31,2025-11-03,Delhivery,Delivered
2853,2853,2024-07-10,2024-07-11,Shadowfax,Returned
2854,2854,2024-09-02,2024-09-03,Delhivery,Shipped
2855,2855,2025-06-03,2025-06-07,Ekart,Delivered
2856,2856,2024-11-24,2024-11-26,DTDC,Out for Delivery
2857,2857,2024-10-30,2024-11-04,Shadowfax,Out for Delivery
2858,2858,2025-04-18,2025-04-20,Blue Dart,Out for Delivery
2859,2859,2024-01-07,2024-01-14,Shadowfax,Out for Delivery
2860,2860,2025-03-28,2025-04-02,Shadowfax,Out for Delivery
2861,2861,2025-03-22,2025-03-28,XpressBees,Processing
2862,2862,2024-05-16,2024-05-19,Blue Dart,Shipped
2863,2863,2025-11-08,2025-11-14,Delhivery,Returned
2864,2864,2025-08-23,2025-08-25,Delhivery,Out for Delivery
2865,2865,2024-07-19,2024-07-24,Ekart,Processing
2866,2866,2024-11-29,2024-12-04,Ekart,Returned
2867,2867,2024-02-26,2024-03-04,Delhivery,Shipped
2868,2868,2025-03-18,2025-03-24,DTDC,Delivered
2869,2869,2025-07-12,2025-07-18,Ekart,Delivered
2870,2870,2025-06-18,2025-06-21,Shadowfax,Processing
2871,2871,2025-06-23,2025-06-28,Shadowfax,Shipped
2872,2872,2025-06-12,2025-06-15,Shadowfax,Shipped
2873,2873,2024-01-31,2024-02-05,Delhivery,Delivered
2874,2874,2024-08-27,2024-08-28,Delhivery,Shipped
2875,2875,2025-06-20,2025-06-24,Shadowfax,Returned
2876,2876,2024-03-18,2024-03-20,XpressBees,Processing
2877,2877,2025-07-31,2025-08-06,Shadowfax,Out for Delivery
2878,2878,2024-04-28,2024-05-03,Delhivery,Processing
2879,2879,2025-07-20,2025-07-26,Delhivery,Returned
2880,2880,2024-08-25,2024-08-31,Blue Dart,Returned
2881,2881,2025-07-15,2025-07-20,Blue Dart,Processing
2882,2882,2024-01-06,2024-01-10,Ekart,Delivered
2883,2883,2025-10-26,2025-10-31,India Post,Delivered
2884,2884,2024-06-22,2024-06-23,Ekart,Delivered
2885,2885,2025-02-20,2025-02-24,Ekart,Out for Delivery
2886,2886,2024-01-04,2024-01-08,Shadowfax,Delivered
2887,2887,2025-09-30,2025-10-04,Shadowfax,Delivered
2888,2888,2025-08-28,2025-09-02,India Post,Processing
2889,2889,2024-04-14,2024-04-20,India Post,Returned
2890,2890,2025-06-14,2025-06-18,India Post,Shipped
2891,2891,2025-08-28,2025-08-30,India Post,Out for Delivery
2892,2892,2024-09-23,2024-09-24,Ekart,Shipped
2893,2893,2025-01-26,2025-01-30,India Post,Processing
2894,2894,2024-01-15,2024-01-21,XpressBees,Processing
2895,2895,2024-07-31,2024-08-04,XpressBees,Processing
2896,2896,2024-04-11,2024-04-12,India Post,Returned
2897,2897,2024-07-16,2024-07-17,Blue Dart,Delivered
2898,2898,2024-09-07,2024-09-14,Delhivery,Delivered
2899,2899,2024-12-20,2024-12-25,DTDC,Out for Delivery
2900,2900,2025-01-28,2025-02-02,Ekart,Returned
2901,2901,2025-02-22,2025-02-24,Shadowfax,Returned
2902,2902,2025-11-26,2025-11-29,India Post,Out for Delivery
2903,2903,2025-02-17,2025-02-24,XpressBees,Shipped
2904,2904,2024-04-27,2024-05-03,Blue Dart,Returned
2905,2905,2025-03-07,2025-03-09,Shadowfax,Returned
2906,2906,2025-05-28,2025-06-01,XpressBees,Returned
2907,2907,2025-01-31,2025-02-04,India Post,Out for Delivery
2908,2908,2024-03-16,2024-03-17,Blue Dart,Returned
2909,2909,2024-11-08,2024-11-15,Ekart,Returned
2910,2910,2024-08-21,2024-08-28,XpressBees,Shipped
2911,2911,2024-05-21,2024-05-28,Blue Dart,Returned
2912,2912,2024-08-13,2024-08-19,Shadowfax,Shipped
2913,2913,2024-02-15,2024-02-20,XpressBees,Shipped
2914,2914,2024-09-08,2024-09-09,XpressBees,Returned
2915,2915,2024-09-24,2024-09-29,Delhivery,Out for Delivery
2916,2916,2025-05-31,2025-06-02,India Post,Out for Delivery
2917,2917,2025-04-13,2025-04-19,DTDC,Returned
2918,2918,2025-02-17,2025-02-18,Blue Dart,Processing
2919,2919,2024-04-08,2024-04-15,Delhivery,Returned
2920,2920,2025-02-14,2025-02-17,India Post,Delivered
2921,2921,2025-08-16,2025-08-23,Delhivery,Returned
2922,2922,2024-07-16,2024-07-23,XpressBees,Out for Delivery
2923,2923,2025-04-19,2025-04-26,Delhivery,Shipped
2924,2924,2025-03-11,2025-03-18,India Post,Processing
2925,2925,2024-08-07,2024-08-14,Shadowfax,Returned
2926,2926,2025-03-14,2025-03-21,Blue Dart,Shipped
2927,2927,2025-02-05,2025-02-08,Blue Dart,Out for Delivery
2928,2928,2025-09-27,2025-09-29,DTDC,Delivered
2929,2929,2025-07-09,2025-07-10,Ekart,Delivered
2930,2930,2025-11-21,2025-11-23,Delhivery,Shipped
2931,2931,2024-05-28,2024-05-31,Ekart,Delivered
2932,2932,2025-10-19,2025-10-23,DTDC,Delivered
2933,2933,2024-09-15,2024-09-18,Ekart,Returned
2934,2934,2025-08-08,2025-08-10,Delhivery,Processing
2935,2935,2024-07-05,2024-07-07,XpressBees,Returned
2936,2936,2025-11-21,2025-11-27,Shadowfax,Out for Delivery
2937,2937,2025-07-08,2025-07-15,Ekart,Processing
2938,2938,2025-11-20,2025-11-21,Delhivery,Returned
2939,2939,2024-10-01,2024-10-08,Delhivery,Out for Delivery
2940,2940,2025-04-18,2025-04-21,Delhivery,Delivered
2941,2941,2024-04-12,2024-04-14,XpressBees,Processing
2942,2942,2024-02-05,2024-02-12,India Post,Shipped
2943,2943,2024-03-13,2024-03-17,XpressBees,Out for Delivery
2944,2944,2025-03-09,2025-03-15,India Post,Returned
2945,2945,2025-05-13,2025-05-16,Blue Dart,Out for Delivery
2946,2946,2025-03-27,2025-03-31,Shadowfax,Out for Delivery
2947,2947,2024-02-04,2024-02-05,Ekart,Delivered
2948,2948,2024-09-25,2024-09-28,Blue Dart,Delivered
2949,2949,2024-03-31,2024-04-06,XpressBees,Shipped
2950,2950,2024-10-25,2024-10-29,Delhivery,Delivered
2951,2951,2024-07-05,2024-07-12,Delhivery,Processing
2952,2952,2025-07-20,2025-07-24,Delhivery,Shipped
2953,2953,2025-07-17,2025-07-24,Ekart,Processing
2954,2954,2025-11-28,2025-12-03,Ekart,Processing
2955,2955,2025-07-14,2025-07-21,Shadowfax,Processing
2956,2956,2025-04-06,2025-04-13,DTDC,Out for Delivery
2957,2957,2025-06-13,2025-06-14,Blue Dart,Returned
2958,2958,2025-06-08,2025-06-11,DTDC,Shipped
2959,2959,2024-03-07,2024-03-09,XpressBees,Out for Delivery
2960,2960,2024-02-14,2024-02-15,XpressBees,Delivered
2961,2961,2025-05-21,2025-05-24,Ekart,Returned
2962,2962,2024-01-17,2024-01-20,XpressBees,Delivered
2963,2963,2024-02-07,2024-02-09,Ekart,Processing
2964,2964,2025-11-03,2025-11-07,Delhivery,Shipped
2965,2965,2024-08-04,2024-08-09,Blue Dart,Processing
2966,2966,2025-08-14,2025-08-19,XpressBees,Out for Delivery
2967,2967,2025-10-09,2025-10-13,India Post,Delivered
2968,2968,2025-01-25,2025-01-26,Shadowfax,Delivered
2969,2969,2024-01-06,2024-01-08,India Post,Shipped
2970,2970,2024-12-03,2024-12-09,India Post,Delivered
2971,2971,2024-12-09,2024-12-10,Delhivery,Shipped
2972,2972,2025-10-10,2025-10-16,DTDC,Delivered
2973,2973,2025-05-27,2025-05-30,Blue Dart,Returned
2974,2974,2024-03-24,2024-03-30,Delhivery,Returned
2975,2975,2024-09-27,2024-10-02,India Post,Shipped
2976,2976,2024-10-20,2024-10-26,XpressBees,Processing
2977,2977,2025-08-15,2025-08-20,XpressBees,Shipped
2978,2978,2024-12-02,2024-12-07,XpressBees,Delivered
2979,2979,2024-02-08,2024-02-13,Shadowfax,Out for Delivery
2980,2980,2024-09-03,2024-09-05,Ekart,Shipped
2981,2981,2024-02-25,2024-03-02,Ekart,Delivered
2982,2982,2025-06-25,2025-06-30,Delhivery,Delivered
2983,2983,2025-01-17,2025-01-18,Delhivery,Delivered
2984,2984,2025-03-19,2025-03-22,Ekart,Delivered
2985,2985,2025-08-08,2025-08-14,Shadowfax,Delivered
2986,2986,2025-03-10,2025-03-12,Shadowfax,Delivered
2987,2987,2025-02-24,2025-02-28,India Post,Processing
2988,2988,2025-01-13,2025-01-14,Delhivery,Returned
2989,2989,2024-02-04,2024-02-06,Ekart,Delivered
2990,2990,2024-03-05,2024-03-09,DTDC,Delivered
2991,2991,2025-10-18,2025-10-20,India Post,Out for Delivery
2992,2992,2025-10-25,2025-10-31,Shadowfax,Delivered
2993,2993,2024-06-12,2024-06-17,Blue Dart,Returned
2994,2994,2024-08-18,2024-08-21,Ekart,Out for Delivery
2995,2995,2025-01-27,2025-01-31,Delhivery,Processing
2996,2996,2025-06-01,2025-06-08,Ekart,Processing
2997,2997,2024-04-25,2024-04-26,Delhivery,Returned
2998,2998,2024-01-12,2024-01-14,Delhivery,Returned
2999,2999,2024-01-21,2024-01-26,XpressBees,Delivered
3000,3000,2025-05-30,2025-06-04,Shadowfax,Delivered
3001,3001,2025-02-28,2025-03-02,Shadowfax,Delivered
3002,3002,2025-11-16,2025-11-23,Blue Dart,Shipped
3003,3003,2025-03-11,2025-03-16,Shadowfax,Shipped
3004,3004,2025-02-25,2025-03-02,India Post,Shipped
3005,3005,2025-09-03,2025-09-05,Delhivery,Shipped
3006,3006,2025-02-19,2025-02-26,Ekart,Out for Delivery
3007,3007,2024-01-01,2024-01-08,XpressBees,Delivered
3008,3008,2024-05-18,2024-05-19,XpressBees,Processing
3009,3009,2024-09-03,2024-09-04,India Post,Returned
3010,3010,2025-04-06,2025-04-12,Ekart,Delivered
3011,3011,2024-11-23,2024-11-29,India Post,Shipped
3012,3012,2025-06-25,2025-06-26,India Post,Processing
3013,3013,2025-02-15,2025-02-18,Ekart,Out for Delivery
3014,3014,2024-08-28,2024-09-02,Ekart,Out for Delivery
3015,3015,2025-04-22,2025-04-26,Shadowfax,Shipped
3016,3016,2025-03-07,2025-03-09,Ekart,Returned
3017,3017,2024-06-13,2024-06-15,Shadowfax,Out for Delivery
3018,3018,2025-02-10,2025-02-11,XpressBees,Shipped
3019,3019,2024-04-07,2024-04-10,Ekart,Returned
3020,3020,2025-08-15,2025-08-22,XpressBees,Shipped
3021,3021,2025-04-01,2025-04-04,XpressBees,Delivered
3022,3022,2025-10-15,2025-10-19,XpressBees,Shipped
3023,3023,2025-04-10,2025-04-11,Delhivery,Shipped
3024,3024,2025-03-20,2025-03-22,XpressBees,Returned
3025,3025,2025-08-16,2025-08-21,Ekart,Processing
3026,3026,2024-08-31,2024-09-06,Blue Dart,Out for Delivery
3027,3027,2025-04-17,2025-04-22,Delhivery,Out for Delivery
3028,3028,2025-05-14,2025-05-16,India Post,Delivered
3029,3029,2025-05-15,2025-05-20,XpressBees,Shipped
3030,3030,2024-05-15,2024-05-16,DTDC,Returned
3031,3031,2024-08-13,2024-08-19,Blue Dart,Out for Delivery
3032,3032,2025-10-26,2025-11-01,Delhivery,Shipped
3033,3033,2024-02-23,2024-02-27,India Post,Out for Delivery
3034,3034,2025-07-08,2025-07-14,DTDC,Delivered
3035,3035,2024-02-24,2024-03-02,Ekart,Delivered
3036,3036,2025-10-20,2025-10-26,Delhivery,Out for Delivery
