order_id,customer_id,employee_id,order_date,total_amount,order_status,payment_status
2484,989,26,2024-04-19,125085.02,Returned,Paid
2485,315,12,2024-09-04,111802.55,Shipped,Pending
2486,625,42,2024-01-17,32358.36,Delivered,Paid
2487,332,49,2025-02-13,111419.9,Packed,Paid
2488,224,4,2024-12-09,133426.68,Cancelled,Pending
2489,890,44,2024-11-22,90656.23,Placed,Pending
2490,817,22,2025-02-27,100395.12,Packed,Paid
2491,722,36,2024-11-15,101975.47,Delivered,Paid
2492,387,16,2025-02-10,113281.84,Returned,Refunded
2493,130,2,2024-12-02,33105.01,Cancelled,Failed
2494,960,41,2024-09-12,34806.89,Returned,Failed
2495,967,41,2025-07-30,68842.77,Returned,Pending
2496,847,48,2024-01-20,134356.15,Packed,Failed
2497,464,5,2024-11-06,124576.6,Returned,Paid
2498,149,40,2024-04-09,68800.17,Shipped,Failed
2499,320,30,2025-03-27,42242.9,Delivered,Refunded
2500,462,18,2025-03-22,79901.71,Packed,Refunded
2501,683,29,2024-06-16,9543.4,Returned,Failed
2502,948,12,2024-08-12,6101.48,Cancelled,Paid
2503,112,14,2025-11-17,109129.6,Returned,Paid
2504,403,20,2025-09-19,2003.01,Cancelled,Failed
2505,558,30,2024-06-04,75689.56,Placed,Pending
2506,776,10,2024-02-17,20751.19,Returned,Paid
2507,23,14,2025-01-12,40149.81,Returned,Refunded
2508,584,44,2024-02-15,124531.21,Shipped,Paid
2509,684,38,2024-04-22,7734.09,Placed,Failed
2510,390,33,2024-06-02,112868.96,Placed,Pending
2511,712,34,2024-11-30,36979.32,Packed,Refunded
2512,628,28,2025-10-20,48093.65,Returned,Pending
2513,189,47,2025-09-01,90754.72,Returned,Failed
2514,271,42,2025-01-31,94175.89,Shipped,Refunded
2515,305,27,2025-08-10,116226.14,Shipped,Failed
2516,516,23,2025-05-18,101119.22,Cancelled,Failed
2517,827,18,2024-11-06,10752.58,Delivered,Failed
2518,478,12,2024-04-08,127310.67,Placed,Failed
2519,514,13,2024-05-03,140405.1,Delivered,Refunded
2520,102,30,2024-03-01,108043.78,Shipped,Failed
2521,259,41,2025-08-09,88548.7,Packed,Paid
2522,5,26,2025-03-02,63188.98,Placed,Pending
2523,210,40,2025-08-10,72661.99,Placed,Pending
2524,546,40,2024-10-14,12600.19,Shipped,Pending
2525,82,17,2025-10-08,6118.25,Delivered,Paid
2526,37,18,2024-07-07,78919.85,Placed,Refunded
2527,609,21,2025-05-17,43367.65,Cancelled,Failed
2528,583,10,2024-06-04,81334.4,Delivered,Failed
2529,212,9,2025-04-19,47872.19,Packed,Pending
2530,547,47,2025-10-18,103159.45,Packed,Failed
2531,561,8,2025-08-20,92709.49,Returned,Refunded
2532,754,47,2024-12-24,78510.74,Shipped,Refunded
2533,747,1,2024-03-11,114922.62,Delivered,Failed
2534,27,2,2025-03-16,27216.69,Cancelled,Failed
2535,108,43,2024-08-01,56275.32,Cancelled,Refunded
2536,53,17,2025-03-17,86237.46,Shipped,Refunded
2537,375,6,2024-11-26,58294.29,Packed,Refunded
2538,306,42,2024-03-04,99679.05,Returned,Failed
2539,773,6,2025-06-28,71571.48,Packed,Refunded
2540,694,50,2024-09-14,91928.17,Delivered,Refunded
2541,876,30,2025-10-11,73451.27,Delivered,Pending
2542,653,43,2025-06-14,101659.26,Cancelled,Paid
2543,2,42,2025-09-09,36222.51,Packed,Failed
2544,338,7,2024-01-10,82378.54,Cancelled,Failed
2545,988,44,2024-11-17,106911.85,Cancelled,Failed
2546,841,21,2024-06-14,119875.87,Packed,Pending
2547,635,6,2025-09-21,78233.01,Delivered,Refunded
2548,311,2,2024-09-02,48390.29,Shipped,Paid
2549,333,16,2025-08-10,13612.76,Cancelled,Paid
2550,265,6,2024-12-19,90670.45,Shipped,Refunded
2551,884,15,2025-03-25,44434.86,Cancelled,Paid
2552,527,32,2024-09-26,114224.09,Shipped,Paid
2553,633,38,2025-09-08,49697.3,Returned,Paid
2554,904,18,2024-09-17,65587.31,Packed,Failed
2555,996,9,2025-04-21,42387.56,Cancelled,Refunded
2556,903,4,2024-05-26,100671.13,Packed,Pending
2557,631,32,2024-09-25,112813.54,Cancelled,Paid
2558,506,12,2024-05-04,42828.56,Cancelled,Pending
2559,658,34,2024-11-19,11172.76,Cancelled,Paid
2560,358,14,2024-04-22,5957.26,Packed,Pending
2561,800,44,2025-04-25,102990.32,Packed,Pending
2562,15,16,2025-08-04,5591.39,Returned,Pending
2563,868,5,2024-04-14,32939.79,Placed,Failed
2564,165,23,2025-10-10,24833.25,Packed,Paid
2565,184,35,2024-11-01,99955.61,Returned,Pending
2566,218,32,2024-11-22,18291.59,Shipped,Paid
2567,520,23,2024-07-31,15348.18,Placed,Refunded
2568,849,10,2025-01-02,26792.34,Placed,Pending
2569,407,28,2025-06-23,70222.3,Packed,Pending
2570,949,5,2024-09-22,79290.47,Returned,Pending
2571,956,15,2025-06-13,134499.56,Placed,Pending
2572,938,22,2025-06-02,28708.97,Delivered,Paid
2573,607,43,2024-04-23,75369.62,Cancelled,Refunded
2574,636,19,2024-06-25,84097.38,Returned,Pending
2575,111,11,2024-12-20,69985.16,Delivered,Failed
2576,506,35,2024-12-27,15345.83,Packed,Pending
2577,113,38,2025-03-06,75825.29,Shipped,Pending
2578,573,36,2025-11-30,25375.78,Delivered,Refunded
2579,684,13,2024-03-03,21178.55,Placed,Failed
2580,258,10,2024-09-20,87258.89,Delivered,Pending
2581,371,7,2024-07-31,89424.01,Delivered,Refunded
2582,3,38,2025-03-27,125603.57,Packed,Paid
2583,458,23,2025-07-30,3198.75,Delivered,Refunded
2584,17,6,2025-04-13,3864.56,Placed,Pending
2585,176,6,2025-07-12,138004.42,Delivered,Refunded
2586,311,8,2025-08-21,135729.04,Delivered,Failed
2587,899,20,2024-06-29,134480.96,Cancelled,Refunded
2588,551,2,2025-03-20,14894.12,Cancelled,Failed
2589,988,49,2024-06-27,107595.65,Shipped,Paid
2590,302,3,2024-12-28,45132.49,Delivered,Refunded
2591,805,19,2024-07-11,114702.02,Placed,Pending
2592,348,46,2025-04-07,80705.75,Cancelled,Failed
2593,307,44,2025-03-16,51275.37,Packed,Paid
2594,185,29,2024-02-15,35358.23,Returned,Pending
2595,167,21,2025-10-30,139484.94,Packed,Refunded
2596,492,3,2025-09-19,11845.13,Delivered,Failed
2597,706,45,2025-10-27,55476.79,Returned,Failed
2598,213,6,2024-08-25,34587.89,Packed,Failed
2599,23,41,2025-03-22,79117.97,Delivered,Failed
2600,598,33,2024-11-08,142704.51,Returned,Refunded
2601,774,29,2024-06-17,94161.83,Shipped,Failed
2602,24,13,2025-05-14,138928.58,Delivered,Refunded
2603,786,44,2024-02-22,107889.08,Packed,Paid
2604,601,37,2024-11-10,45121.96,Placed,Pending
2605,973,6,2024-05-04,55663.45,Shipped,Failed
2606,860,37,2024-09-06,91711.63,Returned,Pending
2607,249,10,2025-04-29,54213.88,Returned,Pending
2608,171,22,2025-08-05,112341.27,Delivered,Failed
2609,266,31,2025-05-24,5981.93,Cancelled,Paid
2610,93,1,2025-06-08,72792.12,Returned,Pending
2611,549,8,2024-10-01,132057.12,Returned,Failed
2612,373,15,2025-09-17,138444.19,Delivered,Paid
2613,834,1,2025-08-08,91021.92,Packed,Refunded
2614,855,34,2025-06-16,63070.69,Packed,Pending
2615,744,16,2024-08-04,127193.97,Placed,Paid
2616,739,13,2024-06-05,74227.85,Cancelled,Pending
2617,884,23,2025-11-02,110635.75,Cancelled,Pending
2618,894,41,2024-12-15,149520.11,Shipped,Paid
2619,992,4,2025-06-12,72941.1,Shipped,Paid
2620,641,22,2024-05-08,54758.9,Returned,Paid
2621,52,24,2025-04-12,966.93,Returned,Failed
2622,496,8,2024-09-09,85355.42,Returned,Failed
2623,748,46,2024-12-31,140627.75,Packed,Refunded
2624,651,39,2024-01-09,4066.91,Cancelled,Refunded
2625,194,25,2024-10-30,64225.69,Placed,Pending
2626,391,23,2025-11-12,23729.07,Shipped,Refunded
2627,839,36,2025-09-13,91027.04,Shipped,Paid
2628,564,36,2024-01-03,124383.98,Shipped,Failed
2629,197,30,2024-01-23,25479.84,Placed,Refunded
2630,155,36,2024-07-11,109330.52,Placed,Refunded
2631,565,40,2024-08-04,146697.53,Cancelled,Refunded
2632,375,15,2024-04-08,64668.42,Shipped,Pending
2633,275,8,2025-11-30,45398.48,Cancelled,Pending
2634,947,37,2024-02-18,54207.2,Cancelled,Failed
2635,674,26,2024-07-28,26375.6,Cancelled,Failed
2636,398,48,2025-10-31,29289.61,Delivered,Refunded
2637,522,25,2024-04-20,90323.53,Packed,Refunded
2638,703,44,2024-05-10,123991.81,Cancelled,Pending
2639,100,17,2025-10-29,66874.84,Placed,Refunded
2640,796,37,2025-04-14,29084.11,Packed,Paid
2641,1000,1,2024-09-16,71511.28,Packed,Pending
2642,144,10,2024-06-30,48857.5,Packed,Refunded
2643,453,32,2025-07-17,12620.22,Placed,Pending
2644,161,39,2024-07-19,125585.79,Packed,Paid
2645,544,10,2025-04-21,55125.78,Delivered,Pending
2646,862,23,2024-05-23,55435.11,Shipped,Failed
2647,222,13,2025-04-24,62972.33,Returned,Pending
2648,605,26,2025-04-25,113871.15,Packed,Failed
2649,545,19,2025-01-23,145790.96,Shipped,Paid
2650,514,38,2024-12-15,26330.69,Packed,Failed
2651,394,45,2024-12-21,106498.11,Cancelled,Paid
2652,697,38,2025-07-09,19740.02,Placed,Pending
2653,341,37,2024-05-23,116666.74,Shipped,Failed
2654,676,24,2025-10-01,48202.12,Returned,Refunded
2655,712,17,2024-05-15,2605.34,Packed,Refunded
2656,399,2,2025-09-27,140255.65,Delivered,Paid
2657,643,43,2024-05-01,18112.42,Delivered,Pending
2658,450,23,2024-06-13,13751.32,Delivered,Refunded
2659,528,14,2024-11-08,20540.87,Placed,Paid
2660,884,21,2024-03-26,70381.75,Cancelled,Paid
2661,589,41,2024-08-12,18740.74,Delivered,Paid
2662,935,9,2025-08-18,12999.57,Returned,Refunded
2663,69,16,2024-07-20,69798.42,Packed,Refunded
2664,396,3,2024-11-22,48958.39,Placed,Paid
2665,81,21,2024-09-24,91801.9,Cancelled,Pending
2666,688,36,2024-06-12,30179.05,Returned,Paid
2667,11,44,2025-07-30,83118.46,Delivered,Refunded
2668,849,5,2024-03-14,108395.2,Returned,Pending
2669,133,35,2025-10-13,37246.46,Delivered,Pending
2670,488,23,2025-11-20,144475.02,Returned,Failed
2671,458,31,2025-10-08,98825.13,Cancelled,Failed
2672,222,40,2025-10-10,12895.69,Delivered,Paid
2673,399,45,2024-10-24,125558.01,Shipped,Paid
2674,367,4,2025-10-01,108530.21,Packed,Paid
2675,913,23,2024-12-21,126137.87,Packed,Refunded
2676,678,41,2025-07-07,18128.04,Packed,Paid
2677,535,40,2025-05-16,149710.18,Packed,Pending
2678,644,37,2025-10-21,59962.53,Packed,Refunded
2679,609,2,2024-05-11,75687.67,Shipped,Paid
2680,377,6,2025-10-29,137691.96,Returned,Refunded
2681,771,13,2024-06-27,121636.2,Placed,Pending
2682,142,10,2025-04-07,92451.21,Returned,Pending
2683,774,48,2024-10-11,134254.71,Returned,Paid
2684,768,18,2024-01-10,28390.15,Packed,Refunded
2685,267,22,2025-01-16,93263.21,Packed,Refunded
2686,263,1,2025-06-15,42614.57,Shipped,Refunded
2687,93,50,2024-05-16,72952.2,Delivered,Refunded
2688,878,26,2025-07-30,48354.72,Placed,Pending
2689,905,10,2025-05-29,53328.09,Packed,Refunded
2690,806,4,2025-11-20,111736.22,Packed,Paid
2691,334,10,2024-02-25,61816.83,Placed,Failed
2692,782,15,2025-04-25,130203.57,Cancelled,Paid
2693,281,5,2025-01-03,4586.4,Delivered,Paid
2694,404,38,2024-07-18,135283.86,Placed,Refunded
2695,493,30,2025-10-02,63020.2,Placed,Pending
2696,936,30,2024-10-05,134267.78,Placed,Pending
2697,397,6,2025-03-03,43355.23,Placed,Refunded
2698,741,44,2025-06-21,21469.05,Shipped,Pending
2699,725,45,2025-09-19,81012.01,Packed,Paid
2700,846,24,2024-01-05,11617.0,Placed,Refunded
2701,825,44,2025-01-25,111944.8,Placed,Paid
2702,362,17,2024-09-21,111885.89,Placed,Refunded
2703,812,1,2025-08-07,107430.3,Shipped,Paid
2704,680,47,2024-10-24,16556.71,Placed,Paid
2705,847,34,2025-07-13,70658.44,Shipped,Failed
2706,393,1,2025-07-07,70784.03,Delivered,Failed
2707,766,36,2025-11-20,134668.29,Cancelled,Refunded
2708,667,7,2024-12-13,21983.74,Cancelled,Pending
2709,720,32,2025-08-12,106800.56,Placed,Pending
2710,417,24,2024-10-23,141188.17,Placed,Pending
2711,170,35,2025-09-04,10567.01,Shipped,Refunded
2712,788,35,2025-03-12,74156.56,Cancelled,Paid
2713,83,24,2024-09-25,78650.89,Returned,Refunded
2714,118,26,2025-05-27,34816.09,Packed,Paid
2715,299,43,2024-03-16,72040.9,Returned,Paid
2716,146,9,2025-08-24,125440.89,Cancelled,Refunded
2717,864,24,2025-09-21,51912.85,Delivered,Failed
2718,618,18,2024-03-12,62419.54,Packed,Paid
2719,576,43,2024-04-24,145069.44,Shipped,Failed
2720,91,34,2025-11-30,34591.17,Placed,Failed
2721,758,50,2024-09-23,6907.88,Returned,Pending
2722,502,3,2024-11-22,6566.92,Placed,Pending
2723,558,33,2025-08-23,12085.26,Placed,Paid
2724,162,25,2024-07-19,139084.64,Cancelled,Refunded
2725,288,33,2025-11-12,148852.02,Packed,Failed
2726,937,37,2025-11-13,48431.67,Placed,Pending
2727,768,9,2025-06-07,76702.37,Placed,Paid
2728,528,9,2025-07-15,148732.61,Delivered,Failed
2729,341,38,2025-07-17,10863.06,Packed,Paid
2730,589,28,2025-05-25,52616.06,Placed,Pending
2731,779,45,2024-02-28,90857.92,Placed,Paid
2732,479,49,2025-11-20,114316.64,Shipped,Paid
2733,240,8,2025-01-04,48341.04,Packed,Paid
2734,822,12,2024-03-09,60653.94,Placed,Pending
2735,919,4,2025-09-20,34461.95,Cancelled,Pending
2736,879,17,2024-12-27,116258.35,Cancelled,Refunded
2737,459,18,2025-06-17,105243.03,Packed,Failed
2738,783,22,2024-03-20,26282.57,Placed,Pending
2739,407,15,2024-08-19,141447.8,Delivered,Failed
2740,388,34,2025-08-27,62078.97,Shipped,Failed
2741,643,44,2025-10-25,63978.42,Shipped,Refunded
2742,713,18,2025-02-02,9943.37,Returned,Paid
2743,496,36,2025-09-08,85546.95,Placed,Refunded
2744,67,22,2025-03-29,93896.53,Shipped,Pending
2745,869,33,2024-03-05,125661.05,Returned,Refunded
2746,606,31,2025-10-05,64662.04,Packed,Refunded
2747,81,25,2025-02-09,54335.64,Returned,Paid
2748,927,40,2024-12-19,4179.13,Packed,Pending
2749,667,38,2025-06-23,100921.53,Returned,Pending
2750,821,36,2025-08-05,72743.78,Placed,Failed
2751,429,44,2024-10-24,69690.42,Placed,Pending
2752,686,47,2025-04-07,52598.88,Cancelled,Refunded
2753,305,33,2024-06-25,115216.8,Packed,Pending
2754,230,30,2024-10-06,62301.6,Shipped,Pending
2755,817,37,2025-06-18,146851.1,Delivered,Failed
2756,400,49,2024-08-02,52053.91,Returned,Paid
2757,284,10,2024-07-05,18870.49,Delivered,Failed
2758,88,27,2025-09-13,85166.39,Placed,Pending
2759,661,6,2024-03-04,767.26,Delivered,Paid
2760,670,45,2024-02-09,5942.91,Returned,Failed
2761,417,4,2024-01-14,4115.25,Shipped,Pending
2762,248,47,2025-10-08,142135.59,Placed,Refunded
2763,227,50,2024-11-25,79986.19,Returned,Refunded
2764,499,9,2025-06-08,43346.19,Placed,Paid
2765,650,14,2024-11-01,148141.67,Delivered,Paid
2766,924,19,2024-05-10,45917.56,Shipped,Refunded
2767,921,50,2024-06-24,40502.05,Shipped,Paid
2768,810,18,2025-01-04,66500.13,Packed,Paid
2769,664,46,2024-02-04,111554.88,Returned,Pending
2770,522,33,2025-07-20,23630.37,Placed,Failed
2771,313,10,2025-08-04,97309.35,Shipped,Failed
2772,389,49,2025-03-04,7811.98,Shipped,Paid
2773,758,41,2025-11-21,12046.86,Shipped,Refunded
2774,761,25,2024-07-05,138459.53,Placed,Failed
2775,232,45,2025-06-05,50823.85,Packed,Failed
2776,137,22,2024-06-27,2839.69,Cancelled,Paid
2777,83,3,2024-07-13,111157.91,Placed,Failed
2778,379,13,2024-04-06,146154.47,Cancelled,Failed
2779,381,25,2024-01-16,130643.81,Cancelled,Failed
2780,502,3,2025-05-13,46614.05,Delivered,Refunded
2781,549,18,2025-06-18,48959.5,Packed,Paid
2782,570,3,2024-01-31,40514.46,Packed,Failed
2783,764,25,2024-12-08,38161.33,Packed,Paid
2784,496,32,2025-01-03,107441.19,Returned,Failed
2785,161,47,2024-01-20,72212.92,Packed,Failed
2786,843,8,2024-08-15,12939.65,Shipped,Paid
2787,193,32,2024-04-05,49951.64,Delivered,Failed
2788,980,41,2024-06-20,95911.69,Packed,Refunded
2789,670,18,2024-06-30,16746.79,Returned,Paid
2790,473,7,2025-08-03,54333.81,Placed,Paid
2791,345,46,2024-10-27,44447.47,Placed,Failed
2792,920,21,2024-11-14,115273.98,Shipped,Pending
2793,813,33,2025-05-11,23554.03,Returned,Paid
2794,587,15,2025-09-30,50077.5,Placed,Refunded
2795,433,43,2025-07-18,116477.03,Shipped,Refunded
2796,467,28,2025-03-15,88812.11,Placed,Paid
2797,40,22,2025-04-14,6648.7,Delivered,Refunded
2798,506,38,2025-05-26,71716.92,Cancelled,Failed
2799,223,50,2024-12-16,13051.95,Packed,Refunded
2800,685,32,2025-08-21,119894.95,Shipped,Paid
2801,565,20,2025-10-14,47878.41,Packed,Pending
2802,994,32,2024-02-05,101083.81,Cancelled,Pending
2803,981,34,2024-08-27,6299.36,Placed,Refunded
2804,251,31,2025-02-07,60190.19,Packed,Refunded
2805,567,37,2025-02-11,31727.11,Delivered,Refunded
2806,966,14,2025-06-09,87631.6,Returned,Failed
2807,433,21,2024-05-09,107255.56,Cancelled,Paid
2808,915,4,2025-10-19,109887.93,Shipped,Pending
2809,917,25,2025-09-10,103798.48,Returned,Failed
2810,125,10,2024-07-30,135020.05,Shipped,Paid
2811,25,25,2025-05-16,142770.22,Returned,Failed
2812,564,40,2025-04-07,62505.9,Placed,Failed
2813,663,22,2025-06-26,140443.3,Packed,Pending
2814,872,35,2025-01-16,32861.36,Cancelled,Refunded
2815,663,36,2025-05-03,94724.53,Placed,Refunded
2816,899,26,2025-09-02,31434.59,Delivered,Refunded
2817,851,34,2024-03-30,19781.28,Placed,Failed
2818,362,25,2025-07-06,30875.43,Placed,Pending
2819,221,48,2024-06-09,13715.53,Packed,Refunded
2820,933,18,2025-05-15,119521.02,Packed,Pending
2821,292,29,2025-08-20,4774.63,Returned,Failed
2822,225,9,2024-07-18,88481.98,Returned,Paid
2823,621,18,2025-09-11,118193.0,Packed,Paid
2824,268,37,2024-07-06,117602.5,Returned,Refunded
2825,418,12,2025-09-24,32551.97,Packed,Pending
2826,626,47,2025-05-15,63590.52,Cancelled,Paid
2827,698,23,2025-06-29,113678.09,Shipped,Failed
2828,370,31,2025-07-15,102597.3,Returned,Paid
2829,851,26,2025-08-25,104868.1,Cancelled,Pending
2830,279,16,2025-08-03,38944.9,Shipped,Paid
2831,482,11,2024-08-03,106916.61,Placed,Pending
2832,797,41,2024-02-05,77227.76,Packed,Pending
2833,971,12,2025-01-30,124443.78,Shipped,Pending
2834,331,23,2024-10-14,23586.01,Placed,Failed
2835,599,35,2025-05-14,147582.06,Placed,Failed
2836,183,5,2025-07-05,65687.79,Placed,Paid
2837,535,20,2025-07-28,14647.37,Placed,Pending
2838,624,27,2024-12-28,8276.82,Shipped,Refunded
2839,697,26,2025-03-04,127418.73,Placed,Refunded
2840,61,26,2025-08-26,360.76,Shipped,Pending
2841,150,47,2025-08-08,54915.51,Placed,Refunded
2842,226,38,2025-09-26,24209.92,Packed,Pending
2843,120,27,2025-09-07,108431.7,Shipped,Paid
2844,991,44,2024-12-09,34993.88,Placed,Pending
2845,372,40,2025-01-30,33971.9,Cancelled,Failed
2846,554,12,2024-11-14,15038.91,Shipped,Paid
2847,221,28,2025-05-01,113596.83,Delivered,Pending
2848,980,19,2024-10-20,114200.8,Returned,Failed
2849,22,1,2024-05-12,116905.48,Shipped,Pending
2850,698,47,2024-04-23,120775.92,Packed,Refunded
2851,724,47,2024-11-08,71527.08,Cancelled,Refunded
2852,563,20,2024-07-21,124451.76,Cancelled,Failed
2853,874,47,2025-07-15,123634.83,Cancelled,Failed
2854,859,12,2024-11-17,138826.92,Shipped,Paid
2855,327,22,2025-04-22,9398.79,Placed,Refunded
2856,26,23,2025-06-14,148791.31,Placed,Failed
2857,623,1,2025-10-10,121345.67,Packed,Pending
2858,159,32,2024-08-27,130671.7,Shipped,Paid
2859,570,30,2024-02-22,115121.12,Delivered,Failed
2860,909,39,2024-10-23,142892.2,Returned,Failed
2861,636,50,2024-11-27,49635.86,Delivered,Paid
2862,946,10,2025-01-09,144741.75,Placed,Refunded
2863,525,11,2024-10-07,10636.84,Packed,Failed
2864,339,20,2024-06-16,126529.7,Placed,Pending
2865,498,29,2024-02-25,110514.2,Returned,Paid
2866,51,5,2025-01-04,88181.65,Placed,Failed
2867,566,46,2025-05-20,58477.01,Returned,Refunded
2868,734,5,2024-01-03,6307.31,Packed,Refunded
2869,625,18,2024-11-04,140932.57,Delivered,Paid
2870,998,49,2024-02-28,86053.21,Shipped,Failed
2871,714,32,2024-12-21,58636.41,Cancelled,Paid
2872,973,43,2025-04-29,148515.27,Placed,Refunded
2873,336,19,2025-07-09,60431.63,Cancelled,Failed
2874,835,38,2024-05-20,19703.43,Returned,Refunded
2875,385,20,2024-01-13,147687.74,Returned,Refunded
2876,234,24,2025-08-01,80018.1,Returned,Refunded
2877,138,29,2024-06-21,8231.47,Shipped,Failed
2878,624,8,2024-07-19,103132.74,Packed,Pending
2879,727,39,2025-10-11,74332.85,Placed,Refunded
2880,991,33,2025-08-30,35209.22,Shipped,Pending
2881,712,39,2025-08-22,9287.64,Packed,Refunded
2882,614,19,2025-10-18,114096.96,Packed,Pending
2883,340,16,2025-01-18,49610.79,Shipped,Paid
2884,829,30,2024-07-04,63552.89,Packed,Refunded
2885,579,45,2024-02-26,44240.12,Delivered,Pending
2886,283,45,2025-07-19,72641.44,Shipped,Refunded
2887,66,13,2024-02-16,53216.4,Returned,Failed
2888,883,48,2025-06-26,80337.36,Shipped,Failed
2889,375,37,2025-02-05,93910.36,Shipped,Refunded
2890,794,33,2024-03-28,106211.65,Cancelled,Paid
2891,664,43,2024-10-02,97313.93,Packed,Failed
2892,544,22,2024-01-26,123921.39,Delivered,Failed
2893,934,15,2025-11-13,54318.03,Returned,Failed
2894,775,25,2024-01-09,78793.13,Placed,Paid
2895,595,47,2025-03-03,39600.95,Returned,Refunded
2896,612,19,2024-10-06,4774.33,Packed,Failed
2897,546,6,2025-06-07,938.12,Delivered,Failed
2898,587,42,2024-05-23,126145.95,Returned,Paid
2899,784,50,2025-04-30,106534.52,Shipped,Paid
2900,991,35,2025-04-29,61376.03,Packed,Refunded
2901,321,22,2024-05-29,35253.42,Shipped,Failed
2902,580,39,2025-10-03,69706.75,Packed,Failed
2903,353,42,2024-02-29,74818.46,Cancelled,Refunded
2904,988,45,2025-08-14,120579.06,Cancelled,Paid
2905,637,37,2025-06-08,14248.59,Delivered,Refunded
2906,466,38,2024-06-22,138610.86,Cancelled,Failed
2907,623,9,2024-04-17,45097.57,Placed,Pending
2908,600,9,2024-11-06,142614.67,Placed,Paid
2909,987,44,2024-04-01,58449.39,Returned,Pending
2910,94,36,2024-12-17,88922.81,Returned,Pending
2911,756,22,2025-01-09,99440.37,Cancelled,Pending
2912,586,23,2024-08-10,55124.59,Placed,Failed
2913,246,2,2024-12-05,117096.45,Returned,Pending
2914,76,11,2025-10-13,14564.87,Cancelled,Refunded
2915,770,14,2024-07-03,110671.51,Shipped,Paid
2916,237,28,2025-11-28,116035.72,Placed,Paid
2917,177,29,2024-08-13,47576.08,Placed,Refunded
2918,169,24,2025-03-27,30468.25,Shipped,Failed
2919,117,39,2024-07-31,58981.05,Returned,Paid
2920,777,31,2025-08-12,51160.16,Delivered,Refunded
2921,665,42,2024-10-07,38046.63,Delivered,Failed
2922,951,28,2024-06-03,58446.45,Delivered,Failed
2923,638,11,2024-03-11,108230.32,Shipped,Refunded
2924,315,34,2025-06-17,137430.25,Returned,Refunded
2925,161,20,2025-05-02,66266.37,Returned,Refunded
2926,171,8,2024-12-19,61724.09,Shipped,Paid
2927,634,1,2024-03-15,122680.23,Delivered,Pending
2928,974,46,2025-03-25,30790.12,Shipped,Failed
2929,737,20,2024-05-07,104079.67,Packed,Failed
2930,795,6,2025-03-16,131105.15,Packed,Paid
2931,203,48,2024-04-06,50954.23,Returned,Failed
2932,295,34,2024-10-08,124024.45,Placed,Refunded
2933,399,49,2024-02-09,6188.98,Packed,Pending
2934,922,20,2024-01-11,127839.35,Packed,Refunded
2935,580,46,2024-09-16,36979.47,Placed,Failed
2936,200,21,2024-09-09,15054.2,Returned,Refunded
2937,852,15,2025-06-13,147032.71,Returned,Failed
2938,872,6,2025-04-18,1375.12,Returned,Refunded
2939,10,31,2025-01-24,63389.04,Packed,Paid
2940,360,7,2024-05-22,33374.01,Delivered,Refunded
2941,561,3,2025-08-30,107262.65,Placed,Paid
2942,625,15,2024-07-28,83430.81,Placed,Failed
2943,855,18,2024-09-06,46586.45,Returned,Pending
2944,355,11,2024-07-26,28634.93,Placed,Refunded
2945,344,26,2024-01-26,147302.22,Shipped,Failed
2946,201,50,2025-06-20,107637.85,Placed,Paid
2947,577,25,2025-02-13,133422.22,Placed,Pending
2948,208,17,2024-04-10,94097.81,Cancelled,Refunded
2949,799,2,2025-11-19,6956.31,Returned,Paid
2950,877,21,2024-08-16,2214.42,Shipped,Refunded
2951,783,45,2025-03-31,22954.57,Shipped,Refunded
2952,637,5,2025-03-08,27091.41,Placed,Pending
2953,762,47,2025-02-14,68396.24,Shipped,Failed
2954,274,37,2025-03-09,118699.02,Packed,Refunded
2955,126,17,2025-08-20,122545.88,Returned,Refunded
2956,137,45,2024-10-13,42787.73,Packed,Failed
2957,430,9,2025-01-08,57512.31,Delivered,Refunded
2958,683,30,2024-04-21,75539.07,Delivered,Failed
2959,711,48,2025-04-21,108614.57,Returned,Paid
2960,202,50,2024-03-04,70598.7,Cancelled,Paid
2961,130,26,2024-10-18,128474.06,Packed,Paid
2962,270,7,2025-02-13,148284.77,Packed,Refunded
2963,36,33,2025-07-23,88887.75,Delivered,Refunded
2964,780,25,2024-11-27,67643.07,Returned,Paid
2965,699,36,2025-08-03,14233.1,Cancelled,Paid
2966,194,18,2024-06-18,82032.48,Placed,Pending
2967,605,34,2025-06-18,3325.2,Packed,Failed
2968,87,1,2025-05-15,82203.45,Delivered,Paid
2969,461,21,2024-11-14,140863.07,Cancelled,Failed
2970,483,39,2024-11-24,81704.6,Delivered,Pending
2971,41,34,2024-03-26,1427.67,Delivered,Paid
2972,366,26,2024-07-04,4542.16,Shipped,Failed
2973,6,42,2025-09-04,138240.08,Shipped,Failed
2974,427,2,2024-09-24,31392.39,Packed,Pending
2975,44,31,2025-05-22,49975.36,Packed,Refunded
2976,812,37,2025-06-22,78591.7,Delivered,Failed
2977,677,31,2024-06-03,145527.44,Shipped,Refunded
2978,494,3,2024-01-11,55564.54,Returned,Refunded
2979,554,37,2025-11-24,57404.1,Cancelled,Pending
2980,551,30,2024-07-23,113326.1,Packed,Failed
2981,715,5,2025-03-26,43300.61,Placed,Failed
2982,200,14,2025-11-30,114340.55,Packed,Failed
2983,789,6,2024-03-03,105203.01,Packed,Pending
2984,847,18,2025-10-12,84308.49,Cancelled,Failed
